Source,Target
59553526,129604602
36258959,2802934949
18014758,161046081
56590836,2738703131
33213144,121797337
913958620,1283280774
57206974,108290504
4654613,146416000
59270414,154570441
40120149,124227911
62916508,201537933
45129253,1343871089
98677209,223532165
98358874,102335020
74656192,1282105669
34352273,180670191
44260953,1335113835
90267481,1299303238
5023651,129975664
45084792,100930933
83816512,100930933
63634437,197347611
98251732,1316535847
39555362,192455969
78577930,173304897
17974374,125749732
52099693,118347636
60134161,145311948
241749,196272386
97565354,187531555
9360294,76903346
4068193,182534213
5388228,154130895
74801974,1344073410
79510175,118347636
165143802,1330342723
223822909,1316902750
84218800,123387679
79576946,177877127
87216513,200777214
40347166,146399215
8204097,114531698
92446798,4210145102
98285908,197347611
68618741,166337079
241749,102134673
39555362,159176309
5124864,100930933
65837984,204730241
33849332,126307644
59553526,184942183
95674353,102197404
51556381,204308271
19880235,122140584
32597200,204778367
40347166,197251160
78650965,154099455
205783295,1335113835
183935753,1316535847
71267560,187531555
95457486,4210140884
99043593,169381384
34809795,1299303238
79619799,192455969
91136226,2801952686
78577930,2800006345
90267481,102197404
75951250,205783295
66946132,135140700
98704320,202697423
24603500,162608824
45084792,2801952686
139264467,1343551460
24354313,161046081
79510175,130769515
14243506,141945490
87445476,200296433
59270414,205783295
848706,1282311441
9360294,192619145
138006243,1288882113
28166907,255234318
63190737,149213910
86501945,223532165
32597200,180923762
57206974,165143802
76835614,1289243028
78577930,4210153126
1850255,1299303238
8961855,205783295
65837984,4210145102
56590836,165690674
9360294,18014758
8692664,174306211
79619799,1283280774
5124864,197347611
57206974,173304897
8961855,204250578
5681781,126307644
71999127,114027177
74801974,103163165
19880235,154570441
21250087,204337017
8204097,2799853436
43406934,180670191
63966007,168719708
32597200,204250578
71052956,142263535
4432739,138689650
65837984,170201317
25974101,111088046
95674353,1282311441
79510175,204250578
21370196,159176309
5388228,277688954
204250578,1344073410
68618741,197347611
223822909,1334627681
35440088,151746483
45084792,130238516
79238269,2738703131
187531555,1288882113
8204097,168635309
16609230,114017466
76835614,204250578
7882870,118347636
39555362,161046081
91045830,165932596
32971472,132053463
91136226,881766915
63135867,129604602
63634437,173911158
8087733,201448701
82497590,205783295
165143802,1289243028
19820366,138689650
63966007,190082696
4654613,102197404
60134161,154425047
84218800,1316535847
79510175,116067653
19820366,148366613
55143463,1334819555
86987016,102197404
76214153,194450716
52357470,1344073410
22299242,126596746
39555362,123044942
16733864,111088046
63190737,132053463
39804081,196349391
84218800,165932596
68956291,196349391
59553526,161046081
72816309,135310074
99464096,204250578
58610484,146655781
96673099,899635006
97565354,200777214
47508984,205640436
241749,124227911
95674353,189590672
63190737,204250578
16097986,100532134
75027704,149213910
8692664,123387679
86501945,204465549
7882870,168635309
82880672,139660479
32021983,118564535
8692664,36258959
8961855,141945490
90610280,116953780
149213910,1282311441
47251452,1289490764
154099455,1282105669
21250087,146399215
9360294,2801952686
24943067,130701444
68618741,157674565
2613432,204250578
8204097,165932596
82880672,130238516
7877124,45084792
24603500,219193219
7882870,205274468
22299242,151201029
135140700,1282105669
25217355,1282105669
33213144,183935753
157674565,1334627681
71267560,4210097159
145311948,1289243028
47251452,4210117453
32597200,205783295
7877124,68618741
24354313,170201317
51556381,1343871089
33213144,125749732
4432739,2802934949
879563668,4210145102
21250087,174306211
74801974,180670191
21370196,111088046
31746571,122411786
36258959,197323543
43439940,170897317
21250087,1282105669
170897317,1286329397
59553526,146399215
99043593,201448701
90267481,887064364
78577930,121797337
58610484,189158943
19820366,122140584
5023651,126744593
95674353,102335020
40347166,192619145
83816512,204250578
52357470,141596103
60134161,145872427
99065089,183935753
84218800,184840846
241749,160993911
45084792,122411786
98285908,108290504
57206974,154099455
9360294,185443292
82497590,173911158
21491767,121934306
16609230,129604602
39555362,177725633
86501945,185261750
55143463,123387679
75027704,100930933
68618741,146416000
24354313,165779595
18014758,122140584
63966007,177877127
4068193,146416000
95674353,154130895
62916508,123044942
78650965,122140584
848706,154130895
59553526,200777214
4068193,103635307
55143463,4210087915
40120149,200769079
913958620,4210153126
40120149,181391015
219193219,1321296531
83019370,166337079
28166907,108290504
91045830,121934306
97018004,926574661
44260953,1299303238
87216513,123044942
98704320,165143802
21491767,1282105669
241749,154099455
4577782,135140700
92446798,1343871089
35440088,121748325
47508984,4210126298
8204097,145608581
76134821,165143802
76134821,161103922
79619799,154099455
76134821,154425047
76134821,123387679
32597200,146655781
4068193,197347611
25974101,174306211
9360294,126520041
51556381,154425047
95674353,185443292
59270414,145311948
18014758,1282105669
20231570,184942183
70931966,200777214
19820366,126596746
96673099,141945490
16609230,150229711
9617848,45129253
63966007,182534213
78650965,4210097159
74801974,1282311441
4575257,43439940
16609230,125839683
74656192,135598925
185261750,1282311441
241749,165690674
76903346,166337079
52357470,114531698
98285908,4210119109
8961855,114090438
27357992,177877127
22299242,205783295
55769427,140172145
141945490,1286329397
16391192,151201029
78650965,188538660
47508984,2801851002
74656192,108290504
39422238,154526488
40347166,103635307
25974101,135310074
36234482,141596103
86987016,154425047
69737025,114457229
204465549,1327163397
97565354,861853513
38877650,168719708
25217355,132053463
46247651,2799853436
99043593,165932596
19880235,161046081
18014758,169521973
8204097,122140584
19880235,169381384
205783295,1288214837
40347166,126596746
17974374,121748325
24354313,124055696
4575257,4210145102
32597200,161046081
70931966,177725633
78577930,107639228
24603500,157614274
86501945,1312222531
5023651,154099455
22299242,162608824
87216513,192619145
79619799,130238516
97018004,151201029
47251452,1334819555
24603500,192455969
9360294,103163165
31512782,277688954
12097938,102322142
79817857,1312222531
98285908,116067653
8961855,154526488
55143463,126307644
16733864,165779595
31746571,138689650
32597200,102335020
59553526,192619145
32021983,204337017
86519309,146399215
4432739,151201029
16733864,126520041
8087733,180670191
74656192,169381384
97018004,113306721
889458895,4210089966
22299242,177725633
97565354,2800006345
7882870,151201029
28407311,2799853436
62916508,114027177
95457486,921990950
57206974,102197404
71999127,180923762
63634437,185443292
63966007,126744593
76130692,122411786
84218800,181391015
25974101,151201029
63634437,114395901
74801974,116953780
20089843,180670191
79576946,1343871089
97565354,123387679
71267560,111088046
19820366,173304897
4068193,161046081
91136226,4210097159
74801974,133731052
86519309,193531525
20089843,165143802
8204097,32597200
160993911,1294671590
59270414,2738703131
19820366,107639228
5124864,43439940
4575257,33849332
5124864,33213144
53964585,205783295
73613424,163770644
91136226,151201029
9360294,1334819555
99464096,155660961
31746571,102322142
39804081,155781252
56590836,180923762
5681781,33213144
97565354,1299303238
169381384,1330342723
91045830,108290504
848706,45129253
82497590,143302722
86501945,1282105669
57206974,153718931
5681781,146399215
17145004,162868743
79619799,126596746
58610484,4210117453
7882870,154130895
4654613,102335020
5388228,148283060
79619799,4210153126
31746571,196272386
8692664,114027177
36258959,1288214837
9360294,103635307
57206974,142263535
25217355,102197404
79619799,121934306
32389192,165779595
21491767,173911158
25254941,150229711
24603500,174306211
47251452,114832834
79576946,200763008
5023651,124227911
79576946,204337017
96673099,114457229
28407311,150468666
16391192,114027177
223822909,1282105669
8692664,70931966
20089843,166337079
98251732,169381384
139660479,1294671590
24603500,135140700
63634437,183067930
4654613,123387679
28407311,182534213
9617848,4210145102
78650965,169381384
47251452,204250578
7882870,100532134
204730241,1343871089
78577930,190082696
99065089,124055696
58956616,148283060
24354313,169521973
87216513,141596103
87216513,181547552
82880672,154570441
78650965,141596103
19880235,189158943
36258959,181369854
141945490,1335113835
65837984,111088046
19820366,174216632
9360294,200763008
9360294,24354313
5023651,44260953
7877124,31746571
79619799,200719446
63966007,200769079
9360294,15057530
5124864,130769515
58956616,122411786
55769427,107639228
7882870,45084792
5681781,123044942
36258959,1335113835
200777214,1282105669
28166907,135310074
76130692,165779595
46247651,161318765
79619799,2802934949
28407311,200719446
19894307,141596103
99542240,100532134
40120149,145847075
39555362,141596103
5388228,139660479
4575257,102322142
91136226,130238516
84392919,138006243
32389192,183935753
78650965,174306211
82880672,116953780
9842412,126520041
4068193,200719446
71267560,181391015
76130692,160993911
21250087,157725225
91136226,135598925
99043593,889458895
7882870,66946132
95674353,197347611
28166907,1316902750
20089843,155781252
21491767,126307644
241749,219193219
59553526,174306211
16733864,100930933
39343248,157614274
98677209,2799853436
84218800,121797337
79510175,159176309
82880672,200296433
70931966,1330342723
31746571,192619145
24603500,145872427
33213144,135140700
91136226,865915315
24354313,154425047
36234482,181647926
23923803,154526488
86519309,184840846
68618741,165779595
52357470,153976015
76134821,193775966
79576946,1282311441
24943067,153718931
86501945,204250578
76903346,2738703131
33213144,2801851002
40347166,103163165
52357470,150744194
87216513,102197404
71267560,166337079
8087733,205783295
63190737,184565670
13469542,1282311441
1850255,146655781
86501945,130701444
241749,149704539
8204097,100066346
17974374,1316902750
39555362,154099455
16733864,138689650
72816309,2799853436
51556381,165733156
55732556,106165777
19880235,1282311441
8961855,223822909
27357992,1294671590
4654613,196272386
859038795,4210119109
76835614,111979921
45084792,135140700
4068193,39555362
98285908,177725633
62916508,1335113835
75951250,204250578
26092322,129604602
4068193,32971472
24354313,173911158
33849332,154570441
76903346,153976015
5023651,2800006345
8692664,162608824
40347166,130828816
78650965,100066346
84884186,118564535
43439940,114027177
76134821,100532134
28022161,154425047
55732556,1282311441
4068193,138006243
34809795,133731052
4068193,18014758
59553526,177725633
98285908,1282311441
99065089,146416000
8087733,17974374
7877124,32389192
82880672,139264467
22299242,123044942
82880672,130828816
76903346,201448701
70931966,1282311441
39422238,181391015
53964585,166337079
21370196,200763008
59553526,145608581
62916508,102197404
25974101,183935753
91045830,867280407
98677209,181343428
39422238,121934306
40120149,114017466
55769427,169521973
157725225,1321296531
21370196,116067653
19894307,182534213
35440088,157773358
68618741,139264467
63966007,121820613
95457486,185443292
19880235,185443292
62916508,170897317
8204097,135598925
21370196,161593684
25217355,154425047
24354313,197323543
79576946,181391015
881766915,4210119109
62916508,142606810
848706,40120149
86987016,204250578
31746571,157725225
58610484,196272386
74973139,183067930
153718931,1343551460
43439940,204337017
40347166,174216632
80281795,154425047
17974374,1334819555
62916508,130238516
82497590,130238516
31746571,150229711
25217355,138006243
47720641,1343551460
9617848,891191580
5124864,188538660
36243813,122140584
9617848,68618741
63135867,188538660
55769427,184565670
5388228,204308271
84218800,2799503643
43439940,126307644
71999127,4210125099
22299242,130238516
71999127,100930933
63966007,2799853436
35440088,154425047
241749,181391015
12315562,121820613
92446798,130701444
60134161,4210119109
66946132,150468666
189158943,1282105669
63634437,154099455
24603500,151201029
57206974,3018483916
86501945,114027177
4068193,27837315
56590836,2799853436
40347166,133731052
21250087,157614274
83519826,177725633
79576946,153976015
4575257,103163165
24603500,111979921
21250087,193662353
69737025,118347636
889458895,4210119109
63135867,2801851002
5124864,16097986
74656192,162608824
32971472,137902535
40120149,184565670
7877124,19894307
28407311,135598925
9360294,1335113835
78650965,157725225
9360294,183067930
22299242,192619145
95457486,174216632
40120149,143302722
4068193,114395901
53964585,123387679
8204097,181547552
5023651,114531698
44260953,129604602
196272386,1306266525
27837315,155660961
84218800,118564535
86987016,189158943
40120149,110200422
47720641,115592961
36234482,153718931
63190737,1330342723
91136226,173304897
97018004,174216632
4575257,122411786
191208505,1299303238
65837984,154425047
87216513,162608824
24354313,111088046
39555362,121797337
4654613,185443292
27804330,204308271
1174212,114457229
848706,68618741
899635006,4210119109
5124864,135140700
4432739,35440088
131249849,1289243028
91136226,3018483916
57206974,219193219
31746571,2802934949
17974374,174216632
7877124,2738703131
83816512,130238516
70931966,169381384
97018004,102335020
79619799,2801952686
32971472,1335113835
154425047,1286329397
8204097,1288882113
4432739,154099455
25217355,107639228
27837315,157485424
43406934,4210087915
17974374,1289243028
40347166,150744194
98251732,177725633
889458895,1282105669
55732556,165932596
20231570,181547552
4068193,157725225
241749,102335020
185261750,1292875679
60134161,146655781
21491767,132053463
75027704,150468666
21250087,192619145
59553526,116067653
20231570,135598925
52357470,126596746
21250087,1330342723
74656192,157614274
99464096,130769515
4654613,27804330
33849332,157773358
74775410,200777214
8087733,204465549
241749,126744593
8204097,18014758
4432739,146399215
55143463,165779595
83816512,153976015
3923682,185261750
62916508,181343428
74775410,132053463
5124864,139264467
21491767,126520041
53964585,165779595
17974374,126520041
91136226,126307644
71267560,124055696
43406934,204465549
3923682,200769079
18014758,173911158
79619799,180670191
8087733,79619799
7882870,68618741
99464096,165690674
71267560,149213910
79510175,154570441
24354313,170897317
87216513,200763008
84218800,145872427
79510175,135140700
16733864,157773358
63966007,193531525
91045830,145847075
68618741,173304897
27804330,129604602
98251732,123387679
39804081,150744194
66946132,165932596
39343248,126520041
15057530,141596103
848706,100930933
4068193,21491767
848706,82880672
5681781,130828816
24603500,122140584
24603500,153976015
25974101,170201317
241749,103635307
74775410,181391015
12315562,100930933
161593684,1334627681
31746571,2799853436
28407311,121748325
4432739,116067653
154130895,1282311441
43439940,124357947
91136226,1282105669
4432739,153648349
12315562,111088046
7882870,114531698
87216513,133731052
55143463,102197404
8692664,18014758
16391192,1316902750
223822909,1316535847
5681781,200777214
36258959,121820613
74973139,223532165
70931966,192619145
18014758,153976015
70931966,202697423
79619799,200763008
28407311,1306266525
32971472,200763008
921990950,2801851002
91136226,2800006345
52357470,204337017
17974374,1288882113
25974101,126520041
5023651,21370196
74775410,1306266525
154425047,1282105669
84884186,2802164966
97565354,161046081
861853513,2802164966
39422238,140172145
39422238,277688954
197251160,1299303238
8692664,161046081
5388228,102335020
22299242,165143802
74656192,116067653
79576946,193775966
9360294,157614274
18014758,157614274
39343248,126307644
95457486,132053463
99542240,277688954
25217355,130238516
70931966,2279609970
32389192,146416000
63190737,129975664
4068193,154425047
70931966,122140584
21370196,138006243
8204097,24603500
82880672,135310074
71267560,130238516
66862912,102335020
31746571,181547552
59270414,277688954
5023651,4210125099
32971472,204722609
75027704,183067930
8692664,21250087
8692664,1286329397
83816512,173304897
52357470,151746483
204465549,1334627681
96673099,185261750
91136226,165932596
71267560,129604602
165779595,1316535847
8692664,151201029
43439940,170201317
36234482,2800006345
98358874,2738703131
40120149,205237279
4068193,161593684
4577782,161046081
24603500,1306266525
99065089,223532165
76134821,146655781
76134821,161318765
4432739,1299303238
45084792,177477856
60134161,154099455
76130692,114017466
5023651,126596746
14243506,1294671590
87445476,194450716
277688954,1343551460
63190737,153297377
66946132,145872427
8204097,4210117453
9360294,130769515
24603500,1282311441
79619799,185163786
7877124,40347166
33849332,172675005
28407311,146399215
16391192,157614274
7882870,1335113835
63634437,153976015
16391192,145608581
55732556,180670191
97018004,204778367
7882870,153718931
63634437,169381384
8087733,56590836
28166907,116067653
39343248,138006243
25254941,162868743
63190737,181547552
79576946,100532134
33213144,118564535
22465464,184942183
25254941,154099455
20089843,118564535
79619799,169521973
43439940,102335020
4654613,39555362
76835614,1299303238
84392919,223532165
83816512,170201317
24603500,204465549
74775410,138689650
84884186,165932596
53964585,189158943
16391192,135598925
45129253,1292875679
98285908,173911158
7877124,223532165
74801974,173304897
44461941,205783295
21250087,1299303238
78650965,1299303238
5681781,3018483916
63190737,138689650
4068193,170201317
74656192,169521973
84884186,138689650
74973139,141945490
9360294,197347611
7882870,183067930
38877650,172675005
859038795,1299303238
4068193,135140700
9360294,173911158
74775410,145847075
8087733,45084792
44260953,165779595
28407311,204778367
78577930,1292875679
99542240,124055696
33849332,100930933
5124864,130701444
59553526,157614274
7882870,35440088
70931966,141596103
35440088,201537933
8692664,76130692
47508984,200763008
24603500,141596103
84218800,123044942
39804081,139264467
9224756,168719708
5124864,204337017
86987016,138689650
9360294,130442723
98251732,200296433
76130692,201537933
5681781,24603500
25974101,204250578
24603500,173304897
28166907,125749732
98677209,149213910
32971472,190082696
99065089,135140700
12315562,108290504
83816512,138006243
24603500,1334627681
16097986,159176309
16097986,157614274
98704320,204337017
34352273,132053463
71267560,102322142
204308271,1316535847
63135867,1316535847
5023651,150744194
24943067,200719446
55732556,151746483
193775966,1283280774
20231570,1306266525
39422238,148283060
78650965,169521973
1850255,1283280774
40120149,146416000
87216513,150744194
21250087,1283280774
55143463,197323543
68618741,189590672
98677209,154099455
33849332,122411786
8692664,135140700
74656192,126307644
56590836,135140700
60134161,126596746
82880672,2738703131
28166907,183067930
20231570,1343871089
39555362,1282105669
277688954,1335113835
22299242,154099455
74656192,173911158
68618741,148283060
57206974,1289490764
28166907,126231945
59553526,1344073410
46247651,165779595
63634437,154425047
47508984,201537933
202697423,1335113835
5023651,205274468
95457486,135598925
24354313,223822909
17974374,153976015
40347166,165932596
8961855,47508984
98251732,146655781
59553526,122140584
146416000,1299303238
99065089,132053463
47251452,1288882113
76903346,135140700
79510175,114457229
9360294,150744194
24354313,130442723
65837984,2738703131
24354313,204250578
97018004,126596746
92446798,155781252
19820366,163770644
39422238,157773358
33849332,111979921
7882870,62916508
71999127,138006243
163770644,1294671590
99464096,118347636
4068193,170897317
52357470,177877127
99065089,189158943
5681781,169521973
70931966,2799853436
98251732,183067930
75951250,184942183
99464096,102322142
33213144,1344073410
76569877,125839683
97018004,153648349
32971472,2802164966
193775966,1334819555
20089843,145847075
71999127,157614274
138006243,1289243028
32389192,157725225
201448701,1321296531
7877124,1288882113
99464096,200719446
184942183,1306266525
84218800,142263535
22299242,202697423
17974374,177877127
45129253,145487455
21250087,169521973
71999127,116067653
52357470,125749732
79510175,114027177
19880235,141596103
28022161,165932596
22465464,129774422
39422238,1288882113
66862912,169381384
62916508,111088046
91045830,145608581
24354313,116067653
78650965,138006243
219193219,1306266525
4575257,107639228
84218800,184942183
21370196,170897317
63135867,108290504
241749,204824540
98285908,200763008
32971472,1334627681
79619799,1306266525
4432739,126520041
79619799,154570441
4068193,39343248
5681781,122140584
32625721,192455969
65837984,204250578
33849332,188538660
98677209,174306211
79576946,180923762
28166907,177725633
36258959,157485424
33213144,193775966
63135867,168635309
16391192,126520041
91136226,121797337
84218800,1327163397
4068193,12315562
7877124,102197404
4575257,21250087
99065089,102197404
78650965,153976015
9360294,146399215
145608581,1289490764
848706,43439940
7882870,204778367
58956616,223822909
72816309,4210087915
98358874,136199984
82497590,189590672
63966007,181369854
36234482,154425047
34809795,180670191
79619799,102335020
97565354,205783295
21370196,173304897
65837984,223822909
58610484,118564535
63966007,135598925
8692664,39555362
848706,108290504
194450716,1294671590
47508984,151201029
5124864,116067653
8961855,169381384
79817857,135310074
87216513,168635309
68618741,114090438
889458895,1283280774
39555362,165932596
921990950,2801952686
60134161,166337079
63135867,157725225
43406934,1283280774
47508984,160993911
18014758,114457229
95457486,157773358
2613432,1294671590
95457486,165690674
74775410,154130895
19880235,114531698
28407311,114531698
83816512,173911158
33849332,149213910
63634437,116067653
74973139,1321296531
78650965,111088046
27837315,116953780
71999127,181547552
33213144,157614274
55769427,121934306
98677209,153718931
74656192,204250578
19820366,185443292
165690674,1289490764
19880235,165779595
78650965,162608824
83816512,121934306
83816512,126596746
63966007,181391015
24603500,130701444
4575257,35440088
97018004,146399215
5388228,108290504
16097986,154425047
52357470,200763008
99542240,145872427
8204097,4210089966
39422238,173911158
40347166,165733156
76134821,130828816
99065089,146399215
20231570,148366613
5023651,135598925
154425047,1288882113
5681781,114531698
5124864,132053463
32597200,166337079
5124864,204250578
21250087,135598925
15057530,145872427
24354313,157614274
40120149,1289243028
97018004,141596103
53964585,129604602
205237279,1294671590
99464096,201537933
8692664,223822909
98677209,1289243028
32389192,124055696
24943067,123387679
9617848,204730241
45129253,160993911
58956616,154425047
19880235,141945490
33849332,202697423
9360294,4210087915
39804081,1313323035
8204097,192455969
71267560,185261750
25974101,192619145
55769427,168635309
60134161,200763008
28407311,172675005
24354313,187531555
95674353,169381384
86519309,202697423
45129253,1289490764
19880235,154130895
5124864,219193219
35440088,172675005
5023651,130442723
60134161,162608824
15057530,132053463
5681781,173304897
22299242,153976015
79510175,149213910
47508984,102134673
79619799,1299303238
16391192,1330342723
45084792,111979921
98251732,867280407
24603500,187531555
62318514,2802934949
45084792,102322142
59553526,1282311441
65837984,135140700
76198965,145872427
4432739,21370196
5023651,107639228
63966007,145608581
24603500,184942183
99542240,114457229
17974374,114531698
36234482,138006243
97565354,129604602
8692664,187531555
91136226,200763008
91136226,153976015
5681781,205783295
58610484,130769515
33849332,102322142
133731052,1334627681
25974101,126596746
39555362,169521973
51556381,131249849
19820366,102134673
28022161,145311948
39343248,138689650
32971472,200769079
59553526,123044942
881427289,1334819555
184565670,1327163397
60134161,174306211
86519309,116067653
78577930,134560555
177877127,1299303238
19894307,145872427
55143463,121797337
32021983,184942183
63135867,122411786
17974374,129774422
22465464,123387679
53964585,4210119109
74973139,1334627681
99464096,1316902750
91136226,192455969
98677209,2801851002
75027704,185261750
28407311,149213910
36258959,1321296531
78650965,1282105669
25217355,185443292
27837315,154130895
87216513,153976015
66946132,126520041
79510175,170201317
62916508,204778367
79510175,161318765
47508984,185163786
56590836,196272386
59270414,188538660
28166907,132053463
27837315,1335113835
5124864,16391192
47720641,223822909
24185976,146655781
59270414,135310074
21370196,177725633
27804330,1306266525
18014758,145311948
35440088,162608824
72816309,204250578
5388228,1288882113
9842412,20231570
91045830,193775966
55143463,111088046
52099693,181647926
97565354,2802164966
22299242,122140584
84884186,153718931
79619799,157773358
25757504,183067930
28166907,195460627
39555362,169381384
8692664,22299242
86987016,197323543
92403157,183067930
56590836,219193219
86519309,159176309
177725633,1283280774
66862912,1334627681
913481162,1312222531
31746571,200719446
59270414,202697423
93860229,2738703131
56590836,114457229
4575257,277688954
79510175,202697423
24603500,123387679
7877124,4210125099
39804081,1288882113
183935753,1343551460
4068193,201448701
4575257,132053463
57206974,165733156
59270414,122411786
24354313,148283060
45084792,1343551460
22299242,200763008
69737025,124055696
96673099,145872427
76903346,135310074
8961855,123044942
52357470,4210153126
34352273,114457229
63135867,173911158
74656192,4210119109
5124864,193775966
165143802,1334819555
97565354,204337017
53964585,151201029
39804081,174216632
28166907,192619145
913481162,4210145102
71999127,111088046
45129253,255234318
79619799,155781252
56590836,1316902750
56590836,125749732
31746571,162868743
1850255,161318765
9360294,145608581
84218800,135140700
33849332,132053463
8087733,189158943
2613432,126307644
20231570,114017466
74656192,121797337
55732556,154425047
98285908,192619145
74656192,114531698
33213144,142606810
62916508,111979921
18014758,166337079
8961855,887064364
68618741,118564535
19880235,153976015
31746571,1335113835
40120149,103635307
91136226,114531698
45084792,118564535
75951250,141945490
24943067,183935753
33849332,165143802
32389192,1344073410
32971472,131249849
58610484,166337079
98251732,195460627
39343248,173911158
848706,100532134
39555362,173304897
55769427,157725225
58610484,4210145102
70931966,183067930
31746571,100532134
861853513,3018483916
32389192,1327163397
4432739,153976015
12315562,100532134
51556381,183067930
4575257,159176309
19894307,118564535
4575257,185443292
98704320,165932596
44260953,1283280774
72951846,1294671590
7877124,153718931
79238269,4210145102
24354313,108290504
28022161,197347611
40347166,200769079
59270414,102322142
17145004,116953780
201448701,1292875679
146655781,1282311441
53964585,116067653
70640408,154425047
4432739,155660961
18014758,165143802
33849332,130238516
95457486,4210089966
59553526,192455969
4577782,39804081
25974101,170897317
46247651,204465549
36234482,102197404
19880235,196349391
91045830,165779595
65837984,118564535
24354313,123387679
31746571,116953780
55143463,201448701
20089843,169381384
20231570,1334627681
22465464,161318765
24943067,223822909
24354313,192619145
7882870,1299303238
25217355,122140584
86519309,1283280774
4068193,32597200
8961855,145311948
185261750,1289490764
53964585,141596103
87216513,135598925
68618741,114457229
4068193,1282105669
98285908,126596746
72816309,138006243
79619799,4210097159
69737025,134560555
9224756,162868743
86987016,138006243
53964585,118564535
52357470,114832834
19880235,154425047
27837315,114090438
9224756,172675005
40120149,107639228
74801974,172675005
68618741,114395901
277688954,1283280774
97565354,197323543
32625721,139660479
8204097,130828816
21370196,161046081
7882870,4210126298
91136226,102197404
71999127,142263535
43439940,189158943
8692664,159176309
98251732,4210153126
86519309,200769079
27837315,181369854
83816512,200763008
76130692,142263535
58956616,189158943
9360294,107639228
84884186,193662353
56590836,204250578
96673099,134560555
881427289,4210155236
99065089,145872427
187531555,1289243028
9617848,93860229
4654613,33849332
76903346,108290504
185261750,1289243028
79576946,150744194
63966007,123044942
36258959,204337017
25217355,103635307
84392919,181547552
7882870,126520041
76903346,141945490
848706,79576946
90267481,4210089966
53964585,169521973
98251732,187531555
87216513,159176309
32971472,173304897
91136226,4210119109
99464096,181547552
52357470,1289490764
43439940,185443292
68618741,196272386
53964585,146655781
53964585,146399215
74973139,165932596
5681781,34352273
8087733,78577930
98358874,196699116
4654613,189158943
82880672,191208505
69552723,136199984
913958620,1299303238
28407311,204983213
82880672,205783295
69737025,133731052
5681781,174306211
74656192,192619145
39343248,116067653
22299242,200777214
98251732,193662353
8087733,1283280774
25217355,162608824
145872427,1288882113
86519309,165143802
21250087,129902397
40120149,103163165
7882870,150744194
76903346,170201317
39343248,169521973
22299242,197347611
86987016,174306211
4432739,19880235
16733864,100532134
40347166,1289490764
96673099,141596103
19880235,1282105669
130828816,1306266525
99464096,111088046
20231570,185163786
66946132,180670191
7882870,157773358
7882870,76134821
75951250,114457229
43439940,103163165
78577930,129902397
19880235,126596746
33849332,200719446
47508984,204308271
98251732,4210117453
28407311,1343871089
848706,111088046
47720641,165143802
59553526,108290504
43439940,1289243028
204730241,1292875679
7877124,157614274
66946132,197251160
52357470,169381384
34809795,129604602
87216513,165690674
84218800,125749732
63135867,154570441
19894307,161593684
865915315,2802164966
5023651,173304897
32389192,1294671590
99464096,153718931
92446798,138689650
56590836,122140584
4575257,39422238
99065089,185163786
16097986,126520041
90610280,162868743
98285908,169521973
92446798,121820613
16391192,150468666
19894307,189158943
98285908,162608824
8204097,132053463
76130692,141945490
26092322,161318765
71267560,122411786
24943067,102322142
16391192,114090438
92403157,150229711
1850255,165143802
31746571,126520041
83816512,157725225
83519826,113940042
8692664,200719446
913958620,2802164966
74775410,277688954
65837984,165779595
136199984,1282311441
86519309,100532134
161318765,1335113835
8692664,129604602
4432739,173304897
76835614,150468666
19820366,1321296531
39422238,2799503643
97018004,181391015
86519309,1321296531
8204097,19894307
5681781,223532165
24603500,189158943
39804081,2799503643
24354313,135140700
82880672,154130895
9360294,181391015
98677209,129902397
68618741,204250578
44461941,1289243028
95674353,223822909
76835614,103163165
241749,193775966
74973139,145847075
180923762,1334627681
4577782,19820366
146655781,1289243028
4575257,19880235
8087733,3018483916
32021983,204730241
21491767,169521973
25217355,126596746
5388228,114457229
99043593,184942183
72951846,141945490
82497590,103163165
150468666,1335113835
63190737,126520041
58610484,188538660
241749,143302722
39804081,130442723
7882870,130769515
47251452,184565670
39555362,1306266525
34352273,204337017
60134161,200777214
71999127,161046081
40347166,102335020
20089843,154425047
84218800,190082696
9842412,24943067
98285908,154099455
20089843,181391015
58610484,4210089966
53964585,184942183
189158943,1330342723
99464096,102134673
16733864,138006243
4068193,200763008
71999127,4210140884
74775410,1282105669
76835614,4210119109
87216513,193531525
28407311,102322142
76130692,137902535
28407311,1330342723
65837984,146655781
78650965,129774422
99464096,4210140884
150744194,1282105669
86987016,126596746
4575257,200719446
848706,5124864
145872427,1282105669
5124864,21250087
4068193,151201029
78650965,126520041
36234482,148283060
33849332,185443292
24943067,180670191
60134161,173911158
21370196,157725225
151201029,1282105669
98677209,1343871089
86501945,1286329397
52357470,135598925
86987016,161318765
91045830,889458895
135598925,1282105669
25217355,157725225
4654613,187531555
39804081,103163165
86501945,140172145
97018004,205274468
25217355,192619145
33849332,196272386
5388228,1282105669
76198965,161103922
7882870,192455969
34809795,161318765
57206974,103163165
70931966,1343551460
22299242,200769079
8087733,2801952686
45084792,141945490
4575257,126307644
74973139,108290504
53964585,173911158
159385669,1294671590
17145004,126520041
28022161,153718931
861853513,1335113835
62318514,4210097159
79510175,188538660
21250087,148366613
46247651,114027177
4068193,116067653
95457486,126596746
76134821,2799853436
8961855,130238516
16609230,154099455
31746571,183519381
24354313,181391015
8087733,129604602
